Draw Date,Month,Day,Year,Weekday,Weekday,Quarter,Winning Numbers,Mega Ball,Multiplier,First,Second,Third,Fourth,Fifth
7/14/2015,7,14,2015,Tue,0,3,19 24 30 35 72,5,3,19,24,30,35,72
7/10/2015,7,10,2015,Fri,1,3,24 27 45 51 54,8,3,24,27,45,51,54
7/7/2015,7,7,2015,Tue,0,3,06 15 16 28 49,14,3,6,15,16,28,49
7/3/2015,7,3,2015,Fri,1,3,33 50 64 71 72,9,4,33,50,64,71,72
6/30/2015,6,30,2015,Tue,0,2,11 17 34 43 50,15,4,11,17,34,43,50
6/26/2015,6,26,2015,Fri,1,2,12 23 33 47 50,3,5,12,23,33,47,50
6/23/2015,6,23,2015,Tue,0,2,06 13 38 56 70,2,5,6,13,38,56,70
6/19/2015,6,19,2015,Fri,1,2,04 35 36 52 68,8,3,4,35,36,52,68
6/16/2015,6,16,2015,Tue,0,2,08 19 26 56 67,14,2,8,19,26,56,67
6/12/2015,6,12,2015,Fri,1,2,01 40 42 56 62,2,5,1,40,42,56,62
6/9/2015,6,9,2015,Tue,0,2,06 16 17 25 36,7,5,6,16,17,25,36
6/5/2015,6,5,2015,Fri,1,2,07 22 27 41 49,10,4,7,22,27,41,49
6/2/2015,6,2,2015,Tue,0,2,02 09 11 22 23,12,4,2,9,11,22,23
5/29/2015,5,29,2015,Fri,1,2,20 27 38 49 66,2,4,20,27,38,49,66
5/26/2015,5,26,2015,Tue,0,2,01 39 52 69 72,12,4,1,39,52,69,72
5/22/2015,5,22,2015,Fri,1,2,03 14 15 25 48,8,5,3,14,15,25,48
5/19/2015,5,19,2015,Tue,0,2,10 12 21 29 65,10,5,10,12,21,29,65
5/15/2015,5,15,2015,Fri,1,2,11 17 21 36 74,15,5,11,17,21,36,74
5/12/2015,5,12,2015,Tue,0,2,14 30 33 36 44,2,5,14,30,33,36,44
5/8/2015,5,8,2015,Fri,1,2,09 21 25 66 72,7,3,9,21,25,66,72
5/5/2015,5,5,2015,Tue,0,2,11 21 42 62 71,7,5,11,21,42,62,71
5/1/2015,5,1,2015,Fri,1,2,17 18 61 66 74,3,3,17,18,61,66,74
4/28/2015,4,28,2015,Tue,0,2,22 27 55 58 63,11,5,22,27,55,58,63
4/24/2015,4,24,2015,Fri,1,2,24 25 29 47 67,4,4,24,25,29,47,67
4/21/2015,4,21,2015,Tue,0,2,31 33 35 41 69,11,5,31,33,35,41,69
4/17/2015,4,17,2015,Fri,1,2,15 18 29 41 50,5,2,15,18,29,41,50
4/14/2015,4,14,2015,Tue,0,2,03 07 25 68 71,3,5,3,7,25,68,71
4/10/2015,4,10,2015,Fri,1,2,06 11 32 46 68,9,2,6,11,32,46,68
4/7/2015,4,7,2015,Tue,0,2,05 15 22 26 64,6,4,5,15,22,26,64
4/3/2015,4,3,2015,Fri,1,2,10 36 47 63 74,2,5,10,36,47,63,74
3/31/2015,3,31,2015,Tue,0,1,08 26 41 61 73,11,5,8,26,41,61,73
3/27/2015,3,27,2015,Fri,1,1,17 21 36 58 70,3,5,17,21,36,58,70
3/24/2015,3,24,2015,Tue,0,1,02 23 32 45 55,12,2,2,23,32,45,55
3/20/2015,3,20,2015,Fri,1,1,07 50 54 61 75,7,4,7,50,54,61,75
3/17/2015,3,17,2015,Tue,0,1,11 27 44 45 58,3,5,11,27,44,45,58
3/13/2015,3,13,2015,Fri,1,1,08 22 30 42 45,3,5,8,22,30,42,45
3/10/2015,3,10,2015,Tue,0,1,10 14 19 30 73,14,5,10,14,19,30,73
3/6/2015,3,6,2015,Fri,1,1,30 48 55 68 73,5,3,30,48,55,68,73
3/3/2015,3,3,2015,Tue,0,1,09 11 42 44 50,3,4,9,11,42,44,50
2/27/2015,2,27,2015,Fri,1,1,07 49 53 60 64,4,2,7,49,53,60,64
2/24/2015,2,24,2015,Tue,0,1,15 23 26 45 66,4,3,15,23,26,45,66
2/20/2015,2,20,2015,Fri,1,1,02 06 08 52 66,13,3,2,6,8,52,66
2/17/2015,2,17,2015,Tue,0,1,06 45 50 65 66,1,5,6,45,50,65,66
2/13/2015,2,13,2015,Fri,1,1,04 20 44 65 74,14,3,4,20,44,65,74
2/10/2015,2,10,2015,Tue,0,1,07 42 53 58 71,15,2,7,42,53,58,71
2/6/2015,2,6,2015,Fri,1,1,05 06 17 33 68,13,3,5,6,17,33,68
2/3/2015,2,3,2015,Tue,0,1,11 22 25 58 69,13,5,11,22,25,58,69
1/30/2015,1,30,2015,Fri,1,1,18 31 39 45 55,6,5,18,31,39,45,55
1/27/2015,1,27,2015,Tue,0,1,05 26 27 44 57,7,3,5,26,27,44,57
1/23/2015,1,23,2015,Fri,1,1,14 15 32 68 72,8,2,14,15,32,68,72
1/20/2015,1,20,2015,Tue,0,1,31 35 56 59 63,6,5,31,35,56,59,63
1/16/2015,1,16,2015,Fri,1,1,26 32 44 45 58,11,3,26,32,44,45,58
1/13/2015,1,13,2015,Tue,0,1,12 20 25 50 51,7,5,12,20,25,50,51
1/9/2015,1,9,2015,Fri,1,1,37 49 50 56 57,8,5,37,49,50,56,57
1/6/2015,1,6,2015,Tue,0,1,12 20 27 38 75,4,3,12,20,27,38,75
1/2/2015,1,2,2015,Fri,1,1,13 15 35 62 74,12,4,13,15,35,62,74
12/30/2014,12,30,2014,Tue,0,4,03 07 44 63 67,12,4,3,7,44,63,67
12/26/2014,12,26,2014,Fri,1,4,02 05 10 20 38,14,3,2,5,10,20,38
12/23/2014,12,23,2014,Tue,0,4,04 10 31 56 66,7,3,4,10,31,56,66
12/19/2014,12,19,2014,Fri,1,4,14 18 58 59 68,4,3,14,18,58,59,68
12/16/2014,12,16,2014,Tue,0,4,41 58 68 72 73,1,5,41,58,68,72,73
12/12/2014,12,12,2014,Fri,1,4,02 31 46 58 65,7,5,2,31,46,58,65
12/9/2014,12,9,2014,Tue,0,4,27 45 49 51 52,14,5,27,45,49,51,52
12/5/2014,12,5,2014,Fri,1,4,04 05 11 51 59,5,5,4,5,11,51,59
12/2/2014,12,2,2014,Tue,0,4,13 18 22 49 62,11,5,13,18,22,49,62
11/28/2014,11,28,2014,Fri,1,4,08 26 29 36 47,10,3,8,26,29,36,47
11/25/2014,11,25,2014,Tue,0,4,10 11 29 47 56,4,2,10,11,29,47,56
11/21/2014,11,21,2014,Fri,1,4,03 12 35 37 63,15,2,3,12,35,37,63
11/18/2014,11,18,2014,Tue,0,4,37 39 53 68 75,6,2,37,39,53,68,75
11/14/2014,11,14,2014,Fri,1,4,03 49 61 62 68,15,5,3,49,61,62,68
11/11/2014,11,11,2014,Tue,0,4,23 25 28 30 75,11,5,23,25,28,30,75
11/7/2014,11,7,2014,Fri,1,4,31 35 41 65 66,5,5,31,35,41,65,66
11/4/2014,11,4,2014,Tue,0,4,09 15 24 39 41,1,4,9,15,24,39,41
10/31/2014,10,31,2014,Fri,1,4,11 29 36 58 67,15,2,11,29,36,58,67
10/28/2014,10,28,2014,Tue,0,4,03 50 57 58 60,11,5,3,50,57,58,60
10/24/2014,10,24,2014,Fri,1,4,02 14 21 28 55,3,3,2,14,21,28,55
10/21/2014,10,21,2014,Tue,0,4,05 35 37 41 66,11,5,5,35,37,41,66
10/17/2014,10,17,2014,Fri,1,4,21 31 43 56 60,12,4,21,31,43,56,60
10/14/2014,10,14,2014,Tue,0,4,11 37 46 64 68,15,3,11,37,46,64,68
10/10/2014,10,10,2014,Fri,1,4,02 32 35 50 59,3,5,2,32,35,50,59
10/7/2014,10,7,2014,Tue,0,4,16 29 46 48 55,2,3,16,29,46,48,55
10/3/2014,10,3,2014,Fri,1,4,03 20 34 58 67,6,3,3,20,34,58,67
9/30/2014,9,30,2014,Tue,0,3,03 16 52 54 61,6,5,3,16,52,54,61
9/26/2014,9,26,2014,Fri,1,3,17 26 35 46 62,9,5,17,26,35,46,62
9/23/2014,9,23,2014,Tue,0,3,21 24 25 40 43,12,5,21,24,25,40,43
9/19/2014,9,19,2014,Fri,1,3,16 25 27 29 34,2,2,16,25,27,29,34
9/16/2014,9,16,2014,Tue,0,3,25 45 51 53 73,2,2,25,45,51,53,73
9/12/2014,9,12,2014,Fri,1,3,18 28 33 36 42,7,3,18,28,33,36,42
9/9/2014,9,9,2014,Tue,0,3,25 34 55 70 71,1,4,25,34,55,70,71
9/5/2014,9,5,2014,Fri,1,3,07 12 20 24 59,7,2,7,12,20,24,59
9/2/2014,9,2,2014,Tue,0,3,01 08 54 69 72,1,3,1,8,54,69,72
8/29/2014,8,29,2014,Fri,1,3,03 26 45 58 73,12,2,3,26,45,58,73
8/26/2014,8,26,2014,Tue,0,3,29 31 51 60 64,1,5,29,31,51,60,64
8/22/2014,8,22,2014,Fri,1,3,05 31 34 41 74,3,5,5,31,34,41,74
8/19/2014,8,19,2014,Tue,0,3,22 39 56 67 71,15,4,22,39,56,67,71
8/15/2014,8,15,2014,Fri,1,3,16 19 28 29 68,9,2,16,19,28,29,68
8/12/2014,8,12,2014,Tue,0,3,32 53 60 63 68,6,4,32,53,60,63,68
8/8/2014,8,8,2014,Fri,1,3,09 16 61 70 75,7,5,9,16,61,70,75
8/5/2014,8,5,2014,Tue,0,3,25 28 36 45 53,6,5,25,28,36,45,53
8/1/2014,8,1,2014,Fri,1,3,13 29 34 37 72,6,5,13,29,34,37,72
7/29/2014,7,29,2014,Tue,0,3,02 08 16 43 74,1,4,2,8,16,43,74
7/25/2014,7,25,2014,Fri,1,3,22 29 33 41 68,12,5,22,29,33,41,68
7/22/2014,7,22,2014,Tue,0,3,14 18 22 31 47,15,3,14,18,22,31,47
7/18/2014,7,18,2014,Fri,1,3,05 08 59 65 72,3,3,5,8,59,65,72
7/15/2014,7,15,2014,Tue,0,3,02 04 17 36 40,5,2,2,4,17,36,40
7/11/2014,7,11,2014,Fri,1,3,09 13 30 35 69,10,5,9,13,30,35,69
7/8/2014,7,8,2014,Tue,0,3,14 25 27 48 49,9,5,14,25,27,48,49
7/4/2014,7,4,2014,Fri,1,3,16 33 39 58 69,2,5,16,33,39,58,69
7/1/2014,7,1,2014,Tue,0,3,09 22 38 47 49,15,3,9,22,38,47,49
6/27/2014,6,27,2014,Fri,1,2,15 29 31 46 64,10,3,15,29,31,46,64
6/24/2014,6,24,2014,Tue,0,2,13 17 24 47 65,10,4,13,17,24,47,65
6/20/2014,6,20,2014,Fri,1,2,01 22 25 29 56,3,5,1,22,25,29,56
6/17/2014,6,17,2014,Tue,0,2,10 14 24 47 60,3,4,10,14,24,47,60
6/13/2014,6,13,2014,Fri,1,2,07 38 46 49 56,1,5,7,38,46,49,56
6/10/2014,6,10,2014,Tue,0,2,02 10 24 26 74,7,5,2,10,24,26,74
6/6/2014,6,6,2014,Fri,1,2,12 29 37 49 72,9,4,12,29,37,49,72
6/3/2014,6,3,2014,Tue,0,2,19 28 62 66 74,6,3,19,28,62,66,74
5/30/2014,5,30,2014,Fri,1,2,10 13 42 43 62,2,4,10,13,42,43,62
5/27/2014,5,27,2014,Tue,0,2,01 06 10 46 58,13,2,1,6,10,46,58
5/23/2014,5,23,2014,Fri,1,2,12 14 21 38 70,15,4,12,14,21,38,70
5/20/2014,5,20,2014,Tue,0,2,10 40 63 64 69,7,2,10,40,63,64,69
5/16/2014,5,16,2014,Fri,1,2,13 14 16 50 56,11,5,13,14,16,50,56
5/13/2014,5,13,2014,Tue,0,2,37 46 48 70 74,1,2,37,46,48,70,74
5/9/2014,5,9,2014,Fri,1,2,10 28 39 51 59,14,2,10,28,39,51,59
5/6/2014,5,6,2014,Tue,0,2,18 20 27 48 51,5,3,18,20,27,48,51
5/2/2014,5,2,2014,Fri,1,2,01 18 26 35 40,13,5,1,18,26,35,40
4/29/2014,4,29,2014,Tue,0,2,07 43 59 61 66,3,3,7,43,59,61,66
4/25/2014,4,25,2014,Fri,1,2,03 11 18 20 66,9,2,3,11,18,20,66
4/22/2014,4,22,2014,Tue,0,2,02 18 19 49 50,1,3,2,18,19,49,50
4/18/2014,4,18,2014,Fri,1,2,18 25 38 45 63,9,2,18,25,38,45,63
4/15/2014,4,15,2014,Tue,0,2,04 39 46 47 70,13,3,4,39,46,47,70
4/11/2014,4,11,2014,Fri,1,2,03 42 44 47 57,8,5,3,42,44,47,57
4/8/2014,4,8,2014,Tue,0,2,35 36 41 60 71,3,3,35,36,41,60,71
4/4/2014,4,4,2014,Fri,1,2,01 10 15 41 54,9,2,1,10,15,41,54
4/1/2014,4,1,2014,Tue,0,2,10 23 68 74 75,9,5,10,23,68,74,75
3/28/2014,3,28,2014,Fri,1,1,02 03 09 50 73,12,3,2,3,9,50,73
3/25/2014,3,25,2014,Tue,0,1,19 26 51 57 73,15,3,19,26,51,57,73
3/21/2014,3,21,2014,Fri,1,1,02 23 30 35 53,10,5,2,23,30,35,53
3/18/2014,3,18,2014,Tue,0,1,11 19 24 33 51,7,3,11,19,24,33,51
3/14/2014,3,14,2014,Fri,1,1,07 20 40 54 69,12,3,7,20,40,54,69
3/11/2014,3,11,2014,Tue,0,1,09 14 56 57 69,10,4,9,14,56,57,69
3/7/2014,3,7,2014,Fri,1,1,11 13 51 57 69,1,4,11,13,51,57,69
3/4/2014,3,4,2014,Tue,0,1,10 29 31 35 45,10,2,10,29,31,35,45
2/28/2014,2,28,2014,Fri,1,1,03 31 50 58 59,6,4,3,31,50,58,59
2/25/2014,2,25,2014,Tue,0,1,12 18 25 35 66,15,5,12,18,25,35,66
2/21/2014,2,21,2014,Fri,1,1,23 29 32 45 46,15,5,23,29,32,45,46
2/18/2014,2,18,2014,Tue,0,1,23 29 31 37 70,14,5,23,29,31,37,70
2/14/2014,2,14,2014,Fri,1,1,20 28 35 71 72,7,3,20,28,35,71,72
2/11/2014,2,11,2014,Tue,0,1,43 64 67 71 73,4,2,43,64,67,71,73
2/7/2014,2,7,2014,Fri,1,1,11 21 23 35 64,10,3,11,21,23,35,64
2/4/2014,2,4,2014,Tue,0,1,25 44 49 60 73,9,3,25,44,49,60,73
1/31/2014,1,31,2014,Fri,1,1,03 09 13 47 52,8,4,3,9,13,47,52
1/28/2014,1,28,2014,Tue,0,1,07 16 28 53 60,2,3,7,16,28,53,60
1/24/2014,1,24,2014,Fri,1,1,22 45 46 47 65,10,5,22,45,46,47,65
1/21/2014,1,21,2014,Tue,0,1,08 23 33 45 52,4,4,8,23,33,45,52
1/17/2014,1,17,2014,Fri,1,1,01 10 26 31 51,11,4,1,10,26,31,51
1/14/2014,1,14,2014,Tue,0,1,04 23 26 62 69,13,3,4,23,26,62,69
1/10/2014,1,10,2014,Fri,1,1,08 28 36 37 57,8,3,8,28,36,37,57
1/7/2014,1,7,2014,Tue,0,1,13 34 56 62 64,6,5,13,34,56,62,64
1/3/2014,1,3,2014,Fri,1,1,22 24 25 40 70,5,5,22,24,25,40,70
12/31/2013,12,31,2013,Tue,0,4,08 12 34 52 58,8,3,8,12,34,52,58
12/27/2013,12,27,2013,Fri,1,4,04 15 35 48 49,11,5,4,15,35,48,49
12/24/2013,12,24,2013,Tue,0,4,23 34 53 58 73,2,3,23,34,53,58,73
12/20/2013,12,20,2013,Fri,1,4,03 04 31 49 57,6,2,3,4,31,49,57
12/17/2013,12,17,2013,Tue,0,4,08 14 17 20 39,7,4,8,14,17,20,39
12/13/2013,12,13,2013,Fri,1,4,19 24 26 27 70,12,2,19,24,26,27,70
12/10/2013,12,10,2013,Tue,0,4,05 12 22 41 65,13,2,5,12,22,41,65
12/6/2013,12,6,2013,Fri,1,4,11 29 44 63 64,3,3,11,29,44,63,64
12/3/2013,12,3,2013,Tue,0,4,07 12 41 44 59,3,3,7,12,41,44,59
11/29/2013,11,29,2013,Fri,1,4,09 41 43 47 57,5,4,9,41,43,47,57
11/26/2013,11,26,2013,Tue,0,4,27 44 59 74 75,3,5,27,44,59,74,75
11/22/2013,11,22,2013,Fri,1,4,17 23 35 36 44,8,3,17,23,35,36,44
11/19/2013,11,19,2013,Tue,0,4,14 15 29 49 63,2,3,14,15,29,49,63
11/15/2013,11,15,2013,Fri,1,4,25 44 49 54 63,8,4,25,44,49,54,63
11/12/2013,11,12,2013,Tue,0,4,20 30 32 42 71,15,5,20,30,32,42,71
11/8/2013,11,8,2013,Fri,1,4,41 42 51 57 65,7,2,41,42,51,57,65
11/5/2013,11,5,2013,Tue,0,4,02 11 42 64 74,2,5,2,11,42,64,74
11/1/2013,11,1,2013,Fri,1,4,32 35 49 62 67,1,5,32,35,49,62,67
10/29/2013,10,29,2013,Tue,0,4,20 33 50 53 54,7,3,20,33,50,53,54
10/25/2013,10,25,2013,Fri,1,4,06 16 45 54 60,15,2,6,16,45,54,60
10/22/2013,10,22,2013,Tue,0,4,02 03 19 52 71,14,5,2,3,19,52,71
10/15/2013,10,15,2013,Tue,0,4,04 23 30 43 50,11,4,4,23,30,43,50
10/11/2013,10,11,2013,Fri,1,4,03 27 37 45 48,46,4,3,27,37,45,48
10/8/2013,10,8,2013,Tue,0,4,06 15 19 23 40,5,3,6,15,19,23,40
10/4/2013,10,4,2013,Fri,1,4,04 16 24 25 44,5,3,4,16,24,25,44
10/1/2013,10,1,2013,Tue,0,4,07 10 30 37 53,1,3,7,10,30,37,53
9/27/2013,9,27,2013,Fri,1,3,09 23 27 49 51,38,2,9,23,27,49,51
9/24/2013,9,24,2013,Tue,0,3,04 11 32 39 40,33,3,4,11,32,39,40
9/20/2013,9,20,2013,Fri,1,3,01 15 20 21 47,34,2,1,15,20,21,47
9/17/2013,9,17,2013,Tue,0,3,06 15 27 31 39,25,2,6,15,27,31,39
9/13/2013,9,13,2013,Fri,1,3,09 22 28 48 54,8,4,9,22,28,48,54
9/10/2013,9,10,2013,Tue,0,3,02 12 18 54 56,1,3,2,12,18,54,56
9/6/2013,9,6,2013,Fri,1,3,02 16 17 22 41,31,4,2,16,17,22,41
9/3/2013,9,3,2013,Tue,0,3,04 13 14 28 41,28,3,4,13,14,28,41
8/30/2013,8,30,2013,Fri,1,3,06 19 24 43 44,33,2,6,19,24,43,44
8/27/2013,8,27,2013,Tue,0,3,04 07 30 36 38,38,4,4,7,30,36,38
8/23/2013,8,23,2013,Fri,1,3,01 09 17 20 53,14,4,1,9,17,20,53
8/20/2013,8,20,2013,Tue,0,3,13 28 35 38 41,33,3,13,28,35,38,41
8/16/2013,8,16,2013,Fri,1,3,07 13 26 36 46,37,4,7,13,26,36,46
8/13/2013,8,13,2013,Tue,0,3,02 31 32 37 41,40,4,2,31,32,37,41
8/9/2013,8,9,2013,Fri,1,3,11 20 30 34 38,12,3,11,20,30,34,38
8/6/2013,8,6,2013,Tue,0,3,01 11 16 51 55,41,3,1,11,16,51,55
8/2/2013,8,2,2013,Fri,1,3,08 21 23 25 39,4,2,8,21,23,25,39
7/30/2013,7,30,2013,Tue,0,3,25 27 36 42 44,39,3,25,27,36,42,44
7/26/2013,7,26,2013,Fri,1,3,04 22 23 27 38,42,4,4,22,23,27,38
7/23/2013,7,23,2013,Tue,0,3,25 32 35 50 51,46,3,25,32,35,50,51
7/19/2013,7,19,2013,Fri,1,3,16 20 24 39 42,46,3,16,20,24,39,42
7/16/2013,7,16,2013,Tue,0,3,10 14 21 40 53,20,2,10,14,21,40,53
7/12/2013,7,12,2013,Fri,1,3,04 05 25 27 51,10,3,4,5,25,27,51
7/9/2013,7,9,2013,Tue,0,3,03 21 43 45 48,14,2,3,21,43,45,48
7/5/2013,7,5,2013,Fri,1,3,02 23 41 47 54,42,4,2,23,41,47,54
7/2/2013,7,2,2013,Tue,0,3,36 42 51 52 53,40,4,36,42,51,52,53
6/28/2013,6,28,2013,Fri,1,2,08 15 35 46 52,38,4,8,15,35,46,52
6/25/2013,6,25,2013,Tue,0,2,03 05 28 33 51,16,2,3,5,28,33,51
6/21/2013,6,21,2013,Fri,1,2,03 14 17 40 50,3,3,3,14,17,40,50
6/18/2013,6,18,2013,Tue,0,2,06 17 34 40 48,30,2,6,17,34,40,48
6/14/2013,6,14,2013,Fri,1,2,02 05 31 33 34,20,4,2,5,31,33,34
6/11/2013,6,11,2013,Tue,0,2,15 40 45 50 53,28,4,15,40,45,50,53
6/7/2013,6,7,2013,Fri,1,2,01 10 37 48 55,21,4,1,10,37,48,55
6/4/2013,6,4,2013,Tue,0,2,10 11 12 20 55,19,3,10,11,12,20,55
5/31/2013,5,31,2013,Fri,1,2,02 20 26 44 46,26,3,2,20,26,44,46
5/28/2013,5,28,2013,Tue,0,2,04 12 25 32 54,36,4,4,12,25,32,54
5/24/2013,5,24,2013,Fri,1,2,04 05 16 18 53,28,4,4,5,16,18,53
5/21/2013,5,21,2013,Tue,0,2,02 15 17 48 55,11,4,2,15,17,48,55
5/17/2013,5,17,2013,Fri,1,2,11 15 35 43 49,41,4,11,15,35,43,49
5/14/2013,5,14,2013,Tue,0,2,06 10 12 28 32,38,4,6,10,12,28,32
5/10/2013,5,10,2013,Fri,1,2,01 19 20 39 49,28,4,1,19,20,39,49
5/7/2013,5,7,2013,Tue,0,2,01 06 13 20 51,31,4,1,6,13,20,51
5/3/2013,5,3,2013,Fri,1,2,02 20 34 42 54,39,2,2,20,34,42,54
4/30/2013,4,30,2013,Tue,0,2,21 30 34 39 49,43,3,21,30,34,39,49
4/26/2013,4,26,2013,Fri,1,2,17 42 49 54 55,31,4,17,42,49,54,55
4/23/2013,4,23,2013,Tue,0,2,09 21 22 32 50,10,3,9,21,22,32,50
4/19/2013,4,19,2013,Fri,1,2,06 08 12 22 43,28,4,6,8,12,22,43
4/16/2013,4,16,2013,Tue,0,2,02 05 15 18 39,42,2,2,5,15,18,39
4/12/2013,4,12,2013,Fri,1,2,01 10 13 19 21,28,3,1,10,13,19,21
4/9/2013,4,9,2013,Tue,0,2,17 30 41 48 54,13,4,17,30,41,48,54
4/5/2013,4,5,2013,Fri,1,2,08 15 23 36 41,5,3,8,15,23,36,41
4/2/2013,4,2,2013,Tue,0,2,07 10 14 40 47,34,4,7,10,14,40,47
3/29/2013,3,29,2013,Fri,1,1,25 31 36 46 53,21,4,25,31,36,46,53
3/26/2013,3,26,2013,Tue,0,1,20 33 46 49 51,46,4,20,33,46,49,51
3/22/2013,3,22,2013,Fri,1,1,14 27 34 37 41,38,4,14,27,34,37,41
3/19/2013,3,19,2013,Tue,0,1,03 06 14 21 37,35,3,3,6,14,21,37
3/15/2013,3,15,2013,Fri,1,1,04 08 17 22 32,8,2,4,8,17,22,32
3/12/2013,3,12,2013,Tue,0,1,09 12 19 20 30,39,4,9,12,19,20,30
3/8/2013,3,8,2013,Fri,1,1,04 11 25 34 35,44,4,4,11,25,34,35
3/5/2013,3,5,2013,Tue,0,1,06 20 39 41 46,42,3,6,20,39,41,46
3/1/2013,3,1,2013,Fri,1,1,17 30 38 43 51,20,4,17,30,38,43,51
2/26/2013,2,26,2013,Tue,0,1,06 07 13 15 43,7,4,6,7,13,15,43
2/22/2013,2,22,2013,Fri,1,1,09 13 24 38 49,30,3,9,13,24,38,49
2/19/2013,2,19,2013,Tue,0,1,01 15 19 30 56,28,3,1,15,19,30,56
2/15/2013,2,15,2013,Fri,1,1,11 35 41 42 44,42,4,11,35,41,42,44
2/12/2013,2,12,2013,Tue,0,1,09 22 32 38 55,44,3,9,22,32,38,55
2/8/2013,2,8,2013,Fri,1,1,06 15 20 39 50,5,4,6,15,20,39,50
2/5/2013,2,5,2013,Tue,0,1,02 05 10 26 44,46,4,2,5,10,26,44
2/1/2013,2,1,2013,Fri,1,1,01 30 32 40 41,17,3,1,30,32,40,41
1/29/2013,1,29,2013,Tue,0,1,08 12 27 46 47,6,3,8,12,27,46,47
1/25/2013,1,25,2013,Fri,1,1,11 12 17 31 48,1,4,11,12,17,31,48
1/22/2013,1,22,2013,Tue,0,1,07 11 16 39 54,13,3,7,11,16,39,54
1/18/2013,1,18,2013,Fri,1,1,08 18 25 42 49,14,3,8,18,25,42,49
1/15/2013,1,15,2013,Tue,0,1,01 06 12 19 41,14,4,1,6,12,19,41
1/11/2013,1,11,2013,Fri,1,1,24 29 30 34 56,1,4,24,29,30,34,56
1/8/2013,1,8,2013,Tue,0,1,03 20 21 38 42,19,4,3,20,21,38,42
1/4/2013,1,4,2013,Fri,1,1,01 02 23 25 55,39,4,1,2,23,25,55
1/1/2013,1,1,2013,Tue,0,1,04 11 21 25 44,29,4,4,11,21,25,44
12/28/2012,12,28,2012,Fri,1,4,10 13 32 40 41,32,4,10,13,32,40,41
12/25/2012,12,25,2012,Tue,0,4,02 03 18 34 48,36,4,2,3,18,34,48
12/21/2012,12,21,2012,Fri,1,4,03 18 32 41 56,19,3,3,18,32,41,56
12/18/2012,12,18,2012,Tue,0,4,01 06 07 18 29,16,3,1,6,7,18,29
12/14/2012,12,14,2012,Fri,1,4,11 28 33 41 43,41,4,11,28,33,41,43
12/11/2012,12,11,2012,Tue,0,4,39 44 51 52 54,13,4,39,44,51,52,54
12/7/2012,12,7,2012,Fri,1,4,07 43 44 51 56,4,3,7,43,44,51,56
12/4/2012,12,4,2012,Tue,0,4,03 19 24 32 43,44,4,3,19,24,32,43
11/30/2012,11,30,2012,Fri,1,4,11 22 24 28 31,46,3,11,22,24,28,31
11/27/2012,11,27,2012,Tue,0,4,05 12 26 42 49,24,4,5,12,26,42,49
11/23/2012,11,23,2012,Fri,1,4,08 37 44 47 48,27,4,8,37,44,47,48
11/20/2012,11,20,2012,Tue,0,4,09 13 22 38 52,44,4,9,13,22,38,52
11/16/2012,11,16,2012,Fri,1,4,05 24 26 29 53,36,4,5,24,26,29,53
11/13/2012,11,13,2012,Tue,0,4,06 12 31 46 56,34,2,6,12,31,46,56
11/9/2012,11,9,2012,Fri,1,4,18 22 33 35 40,11,4,18,22,33,35,40
11/6/2012,11,6,2012,Tue,0,4,03 05 13 32 35,6,3,3,5,13,32,35
11/2/2012,11,2,2012,Fri,1,4,04 18 22 38 44,24,3,4,18,22,38,44
10/30/2012,10,30,2012,Tue,0,4,05 12 18 29 56,38,4,5,12,18,29,56
10/26/2012,10,26,2012,Fri,1,4,04 15 24 36 40,44,2,4,15,24,36,40
10/23/2012,10,23,2012,Tue,0,4,01 17 42 46 55,1,2,1,17,42,46,55
10/19/2012,10,19,2012,Fri,1,4,14 34 36 48 53,42,3,14,34,36,48,53
10/16/2012,10,16,2012,Tue,0,4,13 37 40 46 52,29,4,13,37,40,46,52
10/12/2012,10,12,2012,Fri,1,4,06 10 24 26 42,15,4,6,10,24,26,42
10/9/2012,10,9,2012,Tue,0,4,06 15 16 22 37,3,4,6,15,16,22,37
10/5/2012,10,5,2012,Fri,1,4,08 09 16 32 39,15,3,8,9,16,32,39
10/2/2012,10,2,2012,Tue,0,4,10 11 20 42 55,9,4,10,11,20,42,55
9/28/2012,9,28,2012,Fri,1,3,06 08 14 43 56,28,4,6,8,14,43,56
9/25/2012,9,25,2012,Tue,0,3,07 08 23 50 51,26,3,7,8,23,50,51
9/21/2012,9,21,2012,Fri,1,3,03 13 14 46 55,34,4,3,13,14,46,55
9/18/2012,9,18,2012,Tue,0,3,05 09 22 36 49,36,3,5,9,22,36,49
9/14/2012,9,14,2012,Fri,1,3,16 17 21 40 51,20,4,16,17,21,40,51
9/11/2012,9,11,2012,Tue,0,3,05 11 20 33 36,11,3,5,11,20,33,36
9/7/2012,9,7,2012,Fri,1,3,15 32 38 42 46,31,4,15,32,38,42,46
9/4/2012,9,4,2012,Tue,0,3,16 32 39 41 53,16,3,16,32,39,41,53
8/31/2012,8,31,2012,Fri,1,3,31 40 41 47 48,45,3,31,40,41,47,48
8/28/2012,8,28,2012,Tue,0,3,04 09 40 45 50,39,4,4,9,40,45,50
8/24/2012,8,24,2012,Fri,1,3,25 34 45 46 49,34,2,25,34,45,46,49
8/21/2012,8,21,2012,Tue,0,3,05 13 20 23 33,30,2,5,13,20,23,33
